"","AAPL","GOOGL","AMZN","MSFT","NVDA","TSLA","JPM","BAC","V","MA","UNH","JNJ","PG","KO","MCD","WMT","PFE","PEP","GSPC","IRX"
"19417",144.175827026367,90.1368103027344,92.1699981689453,243.386779785156,22.6830635070801,202.770004272461,137.028686523438,32.4670753479004,215.826919555664,350.367645263672,462.722442626953,145.724807739258,132.587753295898,55.788703918457,253.791122436523,45.5705528259277,37.1222343444824,162.755065917969,3951.38989257812,4.72499990463257
"19418",144.771148681641,91.7727584838867,92.129997253418,248.170104980469,23.2986621856689,190.899993896484,135.606002807617,32.0555000305176,216.518798828125,352.419342041016,465.137268066406,145.61018371582,134.774078369141,56.603832244873,258.476348876953,45.6843490600586,37.5287437438965,165.758071899414,3981.35009765625,4.72300004959106
"19419",149.851196289062,93.4186782836914,94.9000015258789,252.301147460938,23.8742828369141,197.789993286133,138.095672607422,32.6967926025391,221.174163818359,358.296752929688,465.974639892578,147.109756469727,135.75651550293,56.338436126709,259.925354003906,45.739631652832,38.0184059143066,165.595458984375,4045.63989257812,4.71799993515015
"19422",152.629333496094,94.89501953125,93.75,253.862670898438,23.5385036468506,193.809997558594,137.288223266602,32.6297988891602,224.119583129883,363.678680419922,468.136260986328,148.580657958984,135.178634643555,57.2104339599609,261.441986083984,45.7331275939941,37.9814605712891,165.930206298828,4048.419921875,4.72800016403198
"19423",150.416732788086,93.6281585693359,93.5500030517578,251.174499511719,23.2766284942627,187.710006713867,133.250885009766,31.586483001709,220.581115722656,356.750640869141,461.417694091797,147.176620483398,132.491394042969,56.8786964416504,258.05126953125,45.2779083251953,37.2700500488281,165.107711791992,3986.3701171875,4.84499979019165
"19424",151.676834106445,94.0171966552734,93.9199981689453,250.729782104492,24.1691951751709,182,132.462661743164,31.1653347015381,219.612503051758,355.848693847656,458.223999023438,146.097320556641,132.510650634766,56.9071350097656,256.312438964844,44.903980255127,37.0667991638184,165.557220458984,3992.01000976562,4.88299989700317
"19425",149.414627075195,92.0919647216797,92.25,249.365951538086,23.4245586395264,172.919998168945,125.29158782959,29.2318572998047,217.457794189453,351.299346923828,452.68359375,144.454498291016,131.537887573242,56.3573951721191,252.738174438477,44.6015777587891,36.4570274353027,164.304382324219,3918.32006835938,4.84800004959106
"19426",147.340927124023,90.406135559082,90.7300033569336,245.679595947266,22.9537868499756,173.440002441406,128.473388671875,28.9734191894531,213.632690429688,344.034271240234,449.820526123047,144.807891845703,132.135055541992,56.1204414367676,253.124603271484,44.5365524291992,36.3923492431641,164.524322509766,3861.59008789062,4.80299997329712
"19429",149.295562744141,90.8849563598633,92.4300003051758,250.947204589844,22.9547863006592,174.479995727539,126.16633605957,27.2888088226318,211.982040405273,341.655517578125,453.094024658203,146.192810058594,133.050048828125,56.689136505127,254.138900756836,44.6666145324707,36.8265838623047,166.131011962891,3855.76000976562,4.65799999237061
"19430",151.399002075195,93.7378921508789,94.879997253418,257.73681640625,24.0512504577637,183.259994506836,129.405807495117,27.5281009674072,216.123458862305,349.693695068359,453.973510742188,147.014236450195,134.697052001953,56.8976554870605,256.863098144531,44.903980255127,36.8635406494141,165.958877563477,3919.2900390625,4.67999982833862
"19431",151.795883178711,95.8726043701172,96.1999969482422,262.332305908203,24.2161712646484,180.449996948242,123.292144775391,27.2696647644043,213.860015869141,344.995666503906,454.804107666016,147.424942016602,136.604095458984,57.2767791748047,257.288116455078,45.404712677002,37.2146148681641,168.923645019531,3891.92993164062,4.55800008773804
"19432",154.633590698242,100.072204589844,100.040000915527,272.966339111328,25.5285301208496,184.130004882812,125.685707092285,27.7291030883789,214.927474975586,344.916412353516,461.243591308594,147.11930847168,137.625030517578,57.5919647216797,261.374359130859,45.1467933654785,37.2977676391602,168.808883666992,3960.28002929688,4.53000020980835
"19433",153.790191650391,101.368995666504,98.9499969482422,276.158508300781,25.712438583374,180.130004882812,120.937049865723,26.6283645629883,214.868194580078,346.561706542969,458.781158447266,145.543350219727,137.663528442383,57.3245315551758,258.118896484375,45.5124549865723,37.0483169555664,167.489074707031,3916.63989257812,4.29300022125244
"19436",156.171447753906,100.969985961914,97.7099990844727,269.042846679688,25.8873538970947,183.25,122.215538024902,26.5613613128662,215.619354248047,346.224731445312,466.070861816406,146.985595703125,139.782485961914,57.878490447998,261.53857421875,46.0021896362305,37.704288482666,169.841766357422,3951.57006835938,4.46500015258789
"19437",158.03678894043,104.660842895508,100.610000610352,270.574676513672,26.1862087249756,197.580001831055,125.493453979492,27.3653831481934,219.375274658203,351.428161621094,469.139190673828,146.985595703125,138.77116394043,57.6110687255859,261.026580810547,45.8454780578613,37.5657005310059,170.243423461914,4002.8701171875,4.60500001907349
"19438",156.598114013672,103.114669799805,98.6999969482422,269.102172851562,26.455078125,191.149993896484,122.25399017334,26.4560718536377,217.487442016602,347.919555664062,464.663726806641,144.273010253906,138.684509277344,57.3531913757324,258.76611328125,45.5516357421875,36.9651679992676,168.808883666992,3936.96997070312,4.56300020217896
"19439",157.689514160156,105.339164733887,98.7099990844727,274.409271240234,27.1777229309082,192.220001220703,121.927154541016,25.8147716522217,220.007873535156,351.22998046875,459.181793212891,144.349426269531,138.491851806641,57.2290267944336,260.456665039062,45.9205703735352,37.1222343444824,167.986404418945,3948.71997070312,4.50299978256226
"19440",158.999237060547,105.179565429688,98.129997253418,277.285186767578,26.7659244537354,190.410003662109,120.071914672852,25.9774894714355,218.475830078125,348.514282226562,465.123016357422,145.801208496094,141.313888549805,58.1650199890137,262.108520507812,46.296028137207,37.3162536621094,171.276306152344,3970.98999023438,4.50299978256226
"19443",157.044616699219,102.206916809082,98.0400009155273,273.144256591797,26.518045425415,191.809997558594,123.513244628906,27.2696647644043,219.236892700195,351.477752685547,470.898071289062,146.422058105469,140.572280883789,58.5948066711426,264.533172607422,47.0698051452637,37.1591873168945,171.65885925293,3977.53002929688,4.58300018310547
"19444",156.419494628906,100.780456542969,97.2399978637695,272.007751464844,26.3971080780029,189.190002441406,123.888137817383,26.9155139923096,217.774078369141,351.190338134766,461.790863037109,145.00846862793,140.967163085938,58.6616630554199,266.474945068359,46.8869705200195,36.9466934204102,171.601455688477,3971.27001953125,4.62799978256226
"19445",159.515151977539,101.13956451416,100.25,277.225891113281,26.9708232879639,193.880004882812,124.138061523438,27.4419536590576,220.709625244141,356.34423828125,455.937591552734,146.431594848633,141.400588989258,59.081901550293,268.010864257812,47.0893974304199,37.1869049072266,172.787384033203,4027.81005859375,4.63000011444092
"19446",161.092742919922,100.640800476074,102,280.724426269531,27.3696308135986,195.279998779297,123.763175964355,27.0878009796143,219.780532836914,356.07666015625,459.328369140625,146.546203613281,142.017013549805,59.0723495483398,268.348999023438,47.5595397949219,37.3070106506348,172.940399169922,4050.830078125,4.66499996185303
"19447",163.612915039062,103.473785400391,103.290000915527,284.924682617188,27.7634391784668,207.460006713867,125.262748718262,27.3749542236328,222.844589233398,360.189849853516,461.800628662109,148.045776367188,143.211303710938,59.2442665100098,270.107116699219,48.1406898498535,37.6950454711914,174.346267700195,4109.31005859375,4.58500003814697
"19450",164.873016357422,104.102226257324,102.410003662109,283.867218017578,27.9513454437256,194.770004272461,125.118576049805,27.3653831481934,226.343505859375,363.222747802734,482.907501220703,149.812789916992,144.001083374023,59.5976524353027,272.551116943359,48.5455360412598,38.2031898498535,174.537521362305,4124.509765625,4.57000017166138
"19451",164.33723449707,104.46134185791,103.949996948242,283.817779541016,27.4395961761475,192.580001831055,123.445953369141,26.7815093994141,225.01904296875,360.675537109375,481.988922119141,151.379196166992,144.694564819336,59.4161834716797,272.686370849609,48.0688591003418,37.7874412536621,173.915893554688,4100.60009765625,4.72800016403198
"19452",162.481811523438,104.211952209473,101.099998474121,281.011047363281,26.8678760528564,185.520004272461,123.630027770996,26.4560718536377,225.523132324219,361.132171630859,497.604125976562,158.179748535156,145.686614990234,59.9796867370605,272.435211181641,48.8654861450195,38.3879699707031,175.627807617188,4090.3798828125,4.70499992370605
"19453",163.374801635742,108.152198791504,102.059997558594,288.18603515625,27.0238018035889,185.059997558594,123.494400024414,26.6475067138672,223.368408203125,358.8291015625,501.102355957031,157.740386962891,146.611236572266,60.0178909301758,273.275665283203,49.2344284057617,38.3417739868164,176.316390991211,4105.02001953125,4.71000003814697
"19457",160.765335083008,106.177093505859,102.169998168945,286.001922607422,27.5655345916748,184.509994506836,123.901306152344,26.743221282959,223.803298950195,357.508819580078,503.418243408203,156.947631835938,145.397705078125,59.874626159668,274.135406494141,49.1397438049316,38.554271697998,175.206985473633,4109.10986328125,4.83799982070923
"19458",159.544952392578,105.089775085449,99.9199981689453,279.518737792969,27.1557369232178,186.789993286133,124.511657714844,27.4802436828613,225.799896240234,361.469665527344,509.076110839844,156.89990234375,145.10871887207,59.7695693969727,274.811614990234,48.9960861206055,38.6097068786621,174.939208984375,4108.93994140625,4.88000011444092
"19459",158.850402832031,104.381538391113,97.8300018310547,280.171020507812,26.482063293457,180.539993286133,124.49227142334,27.2600936889648,225.16731262207,359.136840820312,509.291076660156,156.565582275391,145.503631591797,59.874626159668,275.603729248047,48.7577476501465,38.2216720581055,174.594909667969,4091.94995117188,4.8600001335144
"19460",164.267776489258,107.164642333984,102.400001525879,286.446624755859,26.4500770568848,185.899993896484,124.967002868652,27.3366641998291,229.990692138672,366.949340820312,514.215942382812,158.657318115234,146.177825927734,60.3139686584473,279.245635986328,48.8067245483398,38.3140525817871,176.335510253906,4146.22021484375,4.85500001907349
"19461",163.920532226562,108.601089477539,102.51000213623,282.789978027344,26.7449359893799,185,134.403213500977,28.2555446624756,231.305267333984,369.709014892578,500.105682373047,158.399444580078,145.436187744141,60.2184600830078,279.15869140625,48.4769706726074,38.0553703308105,175.503433227539,4137.64013671875,4.90299987792969
"19464",163.940338134766,105.708251953125,102.73999786377,285.418823242188,26.9888191223145,187.039993286133,135.46891784668,29.0691375732422,230.771514892578,370.036651611328,493.812713623047,158.237045288086,145.484344482422,60.6100463867188,279.477478027344,48.8165168762207,38.0461273193359,176.402450561523,4151.31982421875,4.9229998588562
"19465",165.170669555664,104.241882324219,102.300003051758,284.993896484375,27.653491973877,184.309997558594,136.989929199219,29.250997543335,230.890167236328,369.599853515625,492.962524414062,153.7861328125,145.638473510742,60.7055587768555,281.023101806641,48.9242630004883,37.4640731811523,176.765869140625,4154.8701171875,5.03000020980835
"19466",166.321640014648,103.922668457031,104.300003051758,285.072967529297,27.9173622131348,180.589996337891,136.815551757812,28.7724151611328,229.8720703125,370.076324462891,475.099914550781,155.237930297852,145.667358398438,60.8201713562012,281.370819091797,48.9765014648438,37.1776695251465,176.660690307617,4154.52001953125,4.99499988555908
